,site,climscenario,pumpscenario,year,totalannualflow,lowest7dayperyear,lowest7dayperyearDOY,daysbelow0.1year,zeroflowcounts,totalbelow0.1year,totallowflowperiods,meanlowflowperiods,maxlowflowperiods,slope7,slope14,slope30,recess7,recess14,recess30,col
3995100,11289650,Wet,Seasonal,1,39978.97,11.375,319,37,0,445.2055,2,18.5,34,-0.04254762,-1.011911,-1.006866,-0.003691749,-0.06188333,-0.04753707,Q_cms_dplt11
3995149,11289650,Wet,Seasonal,50,39878.44,11.167,319,37,0,452.9855,2,18.5,34,-0.04220238,-1.011561,-1.006548,-0.003729601,-0.06270539,-0.04805182,Q_cms_dplt11
3995150,11289650,Wet,Seasonal,1,39991.48,11.442,319,37,0,445.4935,2,18.5,34,-0.04355952,-1.012761,-1.007497,-0.00375664,-0.06165173,-0.0473821,Q_cms_dplt12
3995199,11289650,Wet,Seasonal,50,39881.12,11.203,319,37,0,454.3965,2,18.5,34,-0.04328571,-1.012475,-1.00718,-0.003811967,-0.06259322,-0.04796936,Q_cms_dplt12
3995200,11289650,Wet,Seasonal,1,39872.18,11.598,319,37,0,426.6917,3,12.33333,33,-0.04205952,-1.011061,-1.004863,-0.003580713,-0.06098037,-0.04694072,Q_cms_dplt13
3995249,11289650,Wet,Seasonal,50,39865.88,11.586,319,37,0,427.1237,3,12.33333,33,-0.04210714,-1.011014,-1.004832,-0.00358822,-0.06102173,-0.04696704,Q_cms_dplt13
3995250,11289650,Wet,Seasonal,1,40017.22,11.642,319,37,0,442.9081,2,18.5,34,-0.04302381,-1.012132,-1.006577,-0.003648118,-0.06085344,-0.04687587,Q_cms_dplt14
3995299,11289650,Wet,Seasonal,50,40015.76,11.638,319,37,0,443.0561,2,18.5,34,-0.04302381,-1.012132,-1.006577,-0.003649355,-0.06086872,-0.04688545,Q_cms_dplt14
3995300,11289650,Wet,Seasonal,1,39979.67,11.378,319,37,0,445.2497,2,18.5,34,-0.04270238,-1.011996,-1.00692,-0.003704081,-0.06187502,-0.04753028,Q_cms_dplt15
3995349,11289650,Wet,Seasonal,50,39878.57,11.168,319,37,0,453.0887,2,18.5,34,-0.04234524,-1.011654,-1.006607,-0.003741724,-0.06270364,-0.04804907,Q_cms_dplt15
3995350,11289650,Wet,Seasonal,1,40016.75,11.638,319,37,0,442.9965,2,18.5,34,-0.04302381,-1.012211,-1.006659,-0.003649355,-0.06087212,-0.04688777,Q_cms_dplt16
3995399,11289650,Wet,Seasonal,50,39900.82,11.326,319,37,0,454.5365,2,18.5,34,-0.04302381,-1.012132,-1.006577,-0.003748565,-0.06208527,-0.04764632,Q_cms_dplt16
3995400,11289650,Wet,Seasonal,1,40014.2,11.614,319,37,0,443.4437,2,18.5,34,-0.04342857,-1.012504,-1.006938,-0.003690787,-0.06097512,-0.0469503,Q_cms_dplt17
3995449,11289650,Wet,Seasonal,50,39892.85,11.305,319,37,0,454.8997,2,18.5,34,-0.04320238,-1.012321,-1.006733,-0.00377088,-0.06217646,-0.04770128,Q_cms_dplt17
3995450,11289650,Wet,Seasonal,1,39997.1,11.479,319,37,0,445.3163,2,18.5,34,-0.0437619,-1.012954,-1.007569,-0.003762008,-0.06151597,-0.04729255,Q_cms_dplt18
3995499,11289650,Wet,Seasonal,50,39882.69,11.225,319,37,0,454.7743,2,18.5,34,-0.04346429,-1.01265,-1.007243,-0.003820149,-0.06251215,-0.04791481,Q_cms_dplt18
3995500,11289650,Wet,Seasonal,1,39873.89,11.587,319,37,0,427.5277,3,12.33333,33,-0.04188095,-1.010789,-1.004447,-0.003568981,-0.06101074,-0.04695626,Q_cms_dplt19
